#==============================================================================
# **** DEFAULT tracerinfo.dat FILE, BASED ON NOx-Ox-HC-Aerosol SIMULATION ****
#
# This file contains name weight and index information about GEOS-CHEM
# tracers.  It is read by routine "ctm_tracerinfo.pro" of the GAMAP package.
#
# File Format:
# -----------------------------------------------------------------------------
# NAME     (A8   )  Tracer name (up to 8 chars)
#  --      (1X   )  1-character spacer
# FULLNAME (A30  )  Full tracer name (up to 30 chars)
# MOLWT    (E10.0)  Molecular weight (kg/mole)
# C        (I3   )  For HC's: # moles C/moles tracer; otherwise set=1
# TRACER   (I9   )  Tracer number (up to 9 digits)
# SCALE    (E10.3)  Standard scale factor to convert to unit given below
#  --      (1X   )  1-character spacer
# UNIT     (A40  )  Unit string
#
# Notes:
# -----------------------------------------------------------------------------
# (1) Comment lines begin with "#".  
# (2) If you want to total NOx in Tg N, then list a molecular weight of NOx 
#      of 14e-3 in the lines pertaining to NOx below.
# (3) GEOS-CHEM can now write out customized tracerinfo.dat files, so this
#      "default" file no longer contains tracers for offline chemistry runs.
# (4) ND67 diagnostic quantities now match what is saved out from the
#      GEOS-Chem diagnostic. (bmy, 10/13/09)
# (5) Added MODIS and AVHRR categories (bmy, 2/22/10)
# (6) Updated for MERRA met fields (bmy, 8/4/10)
# (7) Added more MERRA met fields (e.g. SEAICE*) (bmy, 8/17/10)
#  12 Jan 2012 - R. Yantosca - Added GEOS-5.7.2 met fields
#  30 Jan 2012 - R. Yantosca - Added GFED3 dry matter categories
#  17 Apr 2012 - R. Yantosca - Added OLSON variable under LAND-MAP category
#  02 Jan 2013 - R. Yantosca - Added CHLO-A-$ diagnostic w/ offset 8300
#  08 Jan 2014 - M. Sulprizio- Restored diagnostics for reading data files
#                              with offsets 100000-115000
#  10 Jan 2014 - R. Yantosca - Bug fix, make sure columns line up properly
#  24 Jan 2014 - R. Yantosca - Also make sure units are more COARDS-compliant
#==============================================================================
# GEOS-CHEM tracers [ppbv]
#==============================================================================
HBr      HBr tracer                     8.100E-02  1     4048 1.000E+00 kg
BrNO2    BrNO2 tracer                   1.260E-01  1     4049 1.000E+00 kg
BrNO3    BrNO3 tracer                   1.420E-01  1     4050 1.000E+00 kg
CHBr3    CHBr3 tracer                   2.530E-01  1     4051 1.000E+00 kg
CH2Br2   CH2Br2 tracer                  1.740E-01  1     4052 1.000E+00 kg
CH3Br    CH3Br tracer                   9.500E-02  1     4053 1.000E+00 kg
MPN      MPN tracer                     9.300E-02  1     4054 1.000E+00 kg
ISOPN    ISOPN tracer                   1.470E-01  1     4055 1.000E+00 kg
MOBA     MOBA tracer                    1.140E-01  1     4056 1.000E+00 kg
PROPNN   PROPNN tracer                  1.090E-01  1     4057 1.000E+00 kg
HAC      HAC tracer                     7.400E-02  1     4058 1.000E+00 kg
GLYC     GLYC tracer                    6.000E-02  1     4059 1.000E+00 kg
MMN      MMN tracer                     1.490E-01  1     4060 1.000E+00 kg
RIP      RIP tracer                     1.180E-01  1     4061 1.000E+00 kg
IEPOX    IEPOX tracer                   1.180E-01  1     4062 1.000E+00 kg
MAP      MAP tracer                     7.600E-02  1     4063 1.000E+00 kg
NO2      NO2 tracer                     4.600E-02  1     4064 1.000E+00 kg
NO3      NO3 tracer                     6.200E-02  1     4065 1.000E+00 kg
HNO2     HNO2 tracer                    4.700E-02  1     4066 1.000E+00 kg
#==============================================================================
# Quantities for Soil NOx restart file
#==============================================================================
P_DRY    P_DRY                          1.000E+00  1    60001 1.000E+00 hours
PFACTOR  PFACTOR                        1.000E+00  1    60002 1.000E+00 1
GWET_PRV GWET_PRV                       1.000E+00  1    60003 1.000E+00 1
N_RESVR  N_RESVR                        1.000E+00  1    60004 1.000E+00 ng N m-2
#==============================================================================
# ND07 diagnostic quantities
#==============================================================================
BLKC     Black (Elemental) Carbon       1.200E-02  1    33034 1.000E+00 kgC
ORGC     Organic Carbon                 1.200E-02  1    33035 1.000E+00 kgC
#==============================================================================
# ND11 diagnostic quantities
#==============================================================================
ACETmo   ACET from monoterpenes         1.200E-02  3    22001 1.000E+00 atoms C cm-2 s-1
ACETmb   ACET from methyl butenol       1.200E-02  3    22002 1.000E+00 atoms C cm-2 s-1
ACETbg   ACET from direct emissions     1.200E-02  3    22003 1.000E+00 atoms C cm-2 s-1
ACETop   ACET from ocean source         1.200E-02  3    22004 1.000E+00 atoms C cm-2 s-1
ACETol   ACET from ocean sink           1.200E-02  3    22005 1.000E+00 atoms C cm-2 s-1
#==============================================================================
# ND21 diagnostic quantities
#==============================================================================
OPTD     Cloud optical depth            0.000E+00  1    14001 1.000E+00 1
CLDTOT   3-D cloud frc                  0.000E+00  1    14002 1.000E+00 1
CLRO     Random overlap cloud frc       0.000E+00  1    14003 1.000E+00 1
OPD      Mineral dust opt depth         0.000E+00  1    14004 1.000E+00 1
SD       Mineral dust surface area      0.000E+00  1    14005 1.000E+00 cm2/cm3
OPSO4    Sulfate opt depth (550 nm)     0.000E+00  1    14006 1.000E+00 1
HGSO4    Hygr growth of SO4             0.000E+00  1    14007 1.000E+00 1
SSO4     Sulfate surface area           0.000E+00  1    14008 1.000E+00 cm2/cm3
OPBC     Black carbon opt depth (550 nm 0.000E+00  1    14009 1.000E+00 1
HGBC     Hygr growth of BC              0.000E+00  1    14010 1.000E+00 1
SBC      BC surface area                0.000E+00  1    14011 1.000E+00 cm2/cm3
OPOC     Org carbon opt depth (550 nm)  0.000E+00  1    14012 1.000E+00 1
HGOC     Hygr growth of OC              0.000E+00  1    14013 1.000E+00 1
SOC      OC surface area                0.000E+00  1    14014 1.000E+00 cm2/cm3
OPSSa    Seasalt (accum) opt depth (550 0.000E+00  1    14015 1.000E+00 1
HGSSa    Hygr growth of seasalt (accum) 0.000E+00  1    14016 1.000E+00 1
SSSa     Seasalt (accum) surface area   0.000E+00  1    14017 1.000E+00 cm2/cm3
OPSSc    Seasalt (coarse) opt depth (55 0.000E+00  1    14018 1.000E+00 1
HGSSc    Hygr growth of seasalt (coarse 0.000E+00  1    14019 1.000E+00 1
SSSc     Seasalt (coarse) surface area  0.000E+00  1    14020 1.000E+00 cm2/cm3
OPD1     Dust bin 1 AOD (550 nm)        0.000E+00  1    14021 1.000E+00 1
OPD2     Dust bin 2 AOD (550 nm)        0.000E+00  1    14022 1.000E+00 1
OPD3     Dust bin 3 AOD (550 nm)        0.000E+00  1    14023 1.000E+00 1
OPD4     Dust bin 4 AOD (550 nm)        0.000E+00  1    14024 1.000E+00 1
OPD5     Dust bin 5 AOD (550 nm)        0.000E+00  1    14025 1.000E+00 1
OPD6     Dust bin 6 AOD (550 nm)        0.000E+00  1    14026 1.000E+00 1
OPD7     Dust bin 7 AOD (550 nm)        0.000E+00  1    14027 1.000E+00 1
#==============================================================================
# ND22 diagnostic quantities
#==============================================================================
JNO2     JNO2 photolysis rate           0.000E+00  1    13001 1.000E+00 s-1
JHNO3    JHNO3 photolysis rate          0.000E+00  1    13002 1.000E+00 s-1
JH2O2    JH2O2 photolysis rate          0.000E+00  1    13003 1.000E+00 s-1
JCH2O    JCH2O photolysis rate          0.000E+00  1    13004 1.000E+00 s-1
JO3      JO3 photolysis rate            0.000E+00  1    13005 1.000E+00 s-1
POH      POH photolysis rate            0.000E+00  1    13006 1.000E+00 s-1
JGLYX    JGLYX photolysis rate          0.000E+00  1    13007 1.000E+00 s-1
JMGLY    JMGLY photolysis rate          0.000E+00  1    13008 1.000E+00 s-1
JBrO     JBrO photolysis rate           0.000E+00  1    13009 1.000E+00 s-1
JHOBr    JHOBr photolysis rate          0.000E+00  1    13010 1.000E+00 s-1
JBrNO2   JBrNO2 photolysis rate         0.000E+00  1    13011 1.000E+00 s-1
JBrNO3   JBrNO3 photolysis rate         0.000E+00  1    13012 1.000E+00 s-1
JCHBr3   JCHBr3 photolysis rate         0.000E+00  1    13013 1.000E+00 s-1
JBr2     JBr2 photolysis rate           0.000E+00  1    13014 1.000E+00 s-1
#==============================================================================
# ND28 diagnostic quantities
#==============================================================================
NO       NO biomass                     1.400E-02  1    45001 1.000E+00 cm-2 s-1
CO       CO biomass                     2.800E-02  1    45004 1.000E+00 cm-2 s-1
ALK4     ALK4 biomass                   1.200E-02  4    45005 1.000E+00 atoms C cm-2 s-1
ACET     ACET biomass                   1.200E-02  3    45009 1.000E+00 atoms C cm-2 s-1
MEK      MEK biomass                    1.200E-02  4    45010 1.000E+00 atoms C cm-2 s-1
ALD2     ALD2 biomass                   1.200E-02  3    45011 1.000E+00 atoms C cm-2 s-1
PRPE     PRPE biomass                   1.200E-02  3    45018 1.000E+00 atoms C cm-2 s-1
C3H8     C3H8 biomass                   1.200E-02  3    45019 1.000E+00 atoms C cm-2 s-1
CH2O     CH2O biomass                   3.000E-02  1    45020 1.000E+00 cm-2 s-1
C2H6     C2H6 biomass                   1.200E-02  2    45021 1.000E+00 atoms C cm-2 s-1
SO2      SO2 biomass                    3.200E-02  1    45026 1.000E+00 atoms S/cm2 s-1
NH3      NH3 biomass                    1.700E-02  1    45030 1.000E+00 cm-2 s-1
BC       BC biomass                     1.200E-02  1    45034 1.000E+00 atoms C cm-2 s-1
OC       OC biomass                     1.200E-02  1    45035 1.000E+00 atoms C cm-2 s-1
#==============================================================================
# ND29 diagnostic quantities
#==============================================================================
COanth   Anthropogenic CO               2.800E-02  1    20001 1.000E+00 cm-2 s-1
CObb     Biomass CO                     2.800E-02  1    20002 1.000E+00 cm-2 s-1
CObf     Biofuel CO                     2.800E-02  1    20003 1.000E+00 cm-2 s-1
COmeth   CO from methanol               2.800E-02  1    20004 1.000E+00 cm-2 s-1
COmono   CO from monoterpenes           2.800E-02  1    20005 1.000E+00 cm-2 s-1
#==============================================================================
# ND31 diagnostic quantities
#==============================================================================
PSURF    Surface pressure               0.000E+00  1    10001 1.000E+00 hPa
#==============================================================================
# ND43 diagnostic quantities
#==============================================================================
OH       Chemically produced OH         1.700E-02  1    16001 1.000E+00 molec/cm3
NO       Chemically produced NO         3.000E-02  1    16002 1.000E+00 mol mol-1
HO2      Chemically produced HO2        3.300E-02  1    16003 1.000E+00 mol mol-1
NO2      Chemically produced NO2        4.600E-02  1    16004 1.000E+00 mol mol-1
NO3      Chemically produced NO3        6.200E-02  1    16005 1.000E+00 mol mol-1
LBRO2H   Chemically produced LBRO2H     1.270E-01  1    16006 1.000E+00 molec/cm3
LBRO2N   Chemically produced LBRO2N     1.270E-01  1    16007 1.000E+00 molec/cm3
LTRO2H   Chemically produced LTRO2H     1.410E-01  1    16008 1.000E+00 molec/cm3
LTRO2N   Chemically produced LTRO2N     1.410E-01  1    16009 1.000E+00 molec/cm3
LXRO2H   Chemically produced LXRO2H     1.550E-01  1    16010 1.000E+00 molec/cm3
LXRO2N   Chemically produced LXRO2N     1.550E-01  1    16011 1.000E+00 molec/cm3
#==============================================================================
# ND44 diagnostic quantities
#==============================================================================
O3df     O3 drydep flux                 4.800E-02  1    36002 1.000E+00 cm-2 s-1
PANdf    PAN drydep flux                1.210E-01  1    36003 1.000E+00 cm-2 s-1
HNO3df   HNO3 drydep flux               6.300E-02  1    36007 1.000E+00 cm-2 s-1
H2O2df   H2O2 drydep flux               3.400E-02  1    36008 1.000E+00 cm-2 s-1
ACETdf   ACET drydep flux               1.200E-02  3    36009 1.000E+00 cm-2 s-1
ALD2df   ALD2 drydep flux               1.200E-02  2    36011 1.000E+00 cm-2 s-1
MVKdf    MVK drydep flux                7.000E-02  1    36013 1.000E+00 cm-2 s-1
MACRdf   MACR drydep flux               7.000E-02  1    36014 1.000E+00 cm-2 s-1
PMNdf    PMN drydep flux                1.470E-01  1    36015 1.000E+00 cm-2 s-1
PPNdf    PPN drydep flux                1.350E-01  1    36016 1.000E+00 cm-2 s-1
R4N2df   R4N2 drydep flux               1.190E-01  1    36017 1.000E+00 cm-2 s-1
CH2Odf   CH2O drydep flux               3.000E-02  1    36020 1.000E+00 cm-2 s-1
N2O5df   N2O5 drydep flux               1.050E-01  1    36022 1.000E+00 cm-2 s-1
SO2df    SO2 drydep flux                6.400E-02  1    36026 1.000E+00 cm-2 s-1
SO4df    SO4 drydep flux                9.600E-02  1    36027 1.000E+00 cm-2 s-1
SO4Sdf   SO4S drydep flux               9.600E-02  1    36028 1.000E+00 cm-2 s-1
MSAdf    MSA drydep flux                9.600E-02  1    36029 1.000E+00 cm-2 s-1
NH3df    NH3 drydep flux                1.700E-02  1    36030 1.000E+00 cm-2 s-1
NH4df    NH4 drydep flux                1.800E-02  1    36031 1.000E+00 cm-2 s-1
NITdf    NIT drydep flux                6.200E-02  1    36032 1.000E+00 cm-2 s-1
NITSdf   NITS drydep flux               6.200E-02  1    36033 1.000E+00 cm-2 s-1
BCPIdf   BCPI drydep flux               1.200E-02  1    36034 1.000E+00 cm-2 s-1
OCPIdf   OCPI drydep flux               1.200E-02  1    36035 1.000E+00 cm-2 s-1
BCPOdf   BCPO drydep flux               1.200E-02  1    36036 1.000E+00 cm-2 s-1
OCPOdf   OCPO drydep flux               1.200E-02  1    36037 1.000E+00 cm-2 s-1
DST1df   DST1 drydep flux               2.900E-02  1    36038 1.000E+00 cm-2 s-1
DST2df   DST2 drydep flux               2.900E-02  1    36039 1.000E+00 cm-2 s-1
DST3df   DST3 drydep flux               2.900E-02  1    36040 1.000E+00 cm-2 s-1
DST4df   DST4 drydep flux               2.900E-02  1    36041 1.000E+00 cm-2 s-1
SALAdf   SALA drydep flux               3.600E-02  1    36042 1.000E+00 cm-2 s-1
SALCdf   SALC drydep flux               3.600E-02  1    36043 1.000E+00 cm-2 s-1
Br2df    Br2 drydep flux                1.600E-01  1    36044 1.000E+00 cm-2 s-1
HOBrdf   HOBr drydep flux               9.700E-02  1    36047 1.000E+00 cm-2 s-1
HBrdf    HBr drydep flux                8.100E-02  1    36048 1.000E+00 cm-2 s-1
BrNO3df  BrNO3 drydep flux              1.420E-01  1    36050 1.000E+00 cm-2 s-1
ISOPNDdf ISOPND drydep flux             1.470E-01  1    36055 1.000E+00 cm-2 s-1
ISOPNBdf ISOPNB drydep flux             1.470E-01  1    36067 1.000E+00 cm-2 s-1
PROPNNdf PROPNN drydep flux             1.090E-01  1    36057 1.000E+00 cm-2 s-1
HACdf    HAC drydep flux                7.400E-02  1    36058 1.000E+00 cm-2 s-1
GLYCdf   GLYC drydep flux               6.000E-02  1    36059 1.000E+00 cm-2 s-1
MACRNdf  MACRN drydep flux              1.490E-01  1    36060 1.000E+00 cm-2 s-1
MVKNdf   MVKN drydep flux               1.490E-01  1    36068 1.000E+00 cm-2 s-1
RIPdf    RIP drydep flux                1.180E-01  1    36061 1.000E+00 cm-2 s-1
IEPOXdf  IEPOX drydep flux              1.180E-01  1    36062 1.000E+00 cm-2 s-1
MAPdf    MAP drydep flux                7.600E-02  1    36063 1.000E+00 cm-2 s-1
NO2df    NO2 drydep flux                4.600E-02  1    36064 1.000E+00 cm-2 s-1
O3dv     O3 drydep velocity             4.800E-02  1    37002 1.000E+00 cm s-1
PANdv    PAN drydep velocity            1.210E-01  1    37003 1.000E+00 cm s-1
HNO3dv   HNO3 drydep velocity           6.300E-02  1    37007 1.000E+00 cm s-1
H2O2dv   H2O2 drydep velocity           3.400E-02  1    37008 1.000E+00 cm s-1
ACETdv   ACET drydep velocity           1.200E-02  3    37009 1.000E+00 cm s-1
ALD2dv   ALD2 drydep velocity           1.200E-02  2    37011 1.000E+00 cm s-1
MVKdv    MVK drydep velocity            7.000E-02  1    37013 1.000E+00 cm s-1
MACRdv   MACR drydep velocity           7.000E-02  1    37014 1.000E+00 cm s-1
PMNdv    PMN drydep velocity            1.470E-01  1    37015 1.000E+00 cm s-1
PPNdv    PPN drydep velocity            1.350E-01  1    37016 1.000E+00 cm s-1
R4N2dv   R4N2 drydep velocity           1.190E-01  1    37017 1.000E+00 cm s-1
CH2Odv   CH2O drydep velocity           3.000E-02  1    37020 1.000E+00 cm s-1
N2O5dv   N2O5 drydep velocity           1.050E-01  1    37022 1.000E+00 cm s-1
SO2dv    SO2 drydep velocity            6.400E-02  1    37026 1.000E+00 cm s-1
SO4dv    SO4 drydep velocity            9.600E-02  1    37027 1.000E+00 cm s-1
SO4Sdv   SO4S drydep velocity           9.600E-02  1    37028 1.000E+00 cm s-1
MSAdv    MSA drydep velocity            9.600E-02  1    37029 1.000E+00 cm s-1
NH3dv    NH3 drydep velocity            1.700E-02  1    37030 1.000E+00 cm s-1
NH4dv    NH4 drydep velocity            1.800E-02  1    37031 1.000E+00 cm s-1
NITdv    NIT drydep velocity            6.200E-02  1    37032 1.000E+00 cm s-1
NITSdv   NITS drydep velocity           6.200E-02  1    37033 1.000E+00 cm s-1
BCPIdv   BCPI drydep velocity           1.200E-02  1    37034 1.000E+00 cm s-1
OCPIdv   OCPI drydep velocity           1.200E-02  1    37035 1.000E+00 cm s-1
BCPOdv   BCPO drydep velocity           1.200E-02  1    37036 1.000E+00 cm s-1
OCPOdv   OCPO drydep velocity           1.200E-02  1    37037 1.000E+00 cm s-1
DST1dv   DST1 drydep velocity           2.900E-02  1    37038 1.000E+00 cm s-1
DST2dv   DST2 drydep velocity           2.900E-02  1    37039 1.000E+00 cm s-1
DST3dv   DST3 drydep velocity           2.900E-02  1    37040 1.000E+00 cm s-1
DST4dv   DST4 drydep velocity           2.900E-02  1    37041 1.000E+00 cm s-1
SALAdv   SALA drydep velocity           3.600E-02  1    37042 1.000E+00 cm s-1
SALCdv   SALC drydep velocity           3.600E-02  1    37043 1.000E+00 cm s-1
Br2dv    Br2 drydep velocity            1.600E-01  1    37044 1.000E+00 cm s-1
HOBrdv   HOBr drydep velocity           9.700E-02  1    37047 1.000E+00 cm s-1
HBrdv    HBr drydep velocity            8.100E-02  1    37048 1.000E+00 cm s-1
BrNO3dv  BrNO3 drydep velocity          1.420E-01  1    37050 1.000E+00 cm s-1
ISOPNDdv ISOPND drydep velocity         1.470E-01  1    37055 1.000E+00 cm s-1
ISOPNBdv ISOPNB drydep velocity         1.470E-01  1    37067 1.000E+00 cm s-1
PROPNNdv PROPNN drydep velocity         1.090E-01  1    37057 1.000E+00 cm s-1
HACdv    HAC drydep velocity            7.400E-02  1    37058 1.000E+00 cm s-1
GLYCdv   GLYC drydep velocity           6.000E-02  1    37059 1.000E+00 cm s-1
MACRNdv  MACRN drydep velocity          1.490E-01  1    37060 1.000E+00 cm s-1
MVKNdv   MVKN drydep velocity           1.490E-01  1    37068 1.000E+00 cm s-1
RIPdv    RIP drydep velocity            1.180E-01  1    37061 1.000E+00 cm s-1
IEPOXdv  IEPOX drydep velocity          1.180E-01  1    37062 1.000E+00 cm s-1
MAPdv    MAP drydep velocity            7.600E-02  1    37063 1.000E+00 cm s-1
NO2dv    NO2 drydep velocity            4.600E-02  1    37064 1.000E+00 cm s-1
#==============================================================================
# ND46 diagnostic quantities
#==============================================================================
ISOP     ISOP emissions                 1.200E-02  5    21001 1.000E+00 atoms C cm-2 s-1
ACET     ACET emissions                 1.200E-02  3    21002 1.000E+00 atoms C cm-2 s-1
PRPE     PRPE emissions                 1.200E-02  3    21003 1.000E+00 atoms C cm-2 s-1
MONOT    MONOT emissions                1.200E-02 10    21004 1.000E+00 atoms C cm-2 s-1
MBO      MBO emissions                  1.200E-02  5    21005 1.000E+00 atoms C cm-2 s-1
C2H4     C2H4 emissions                 1.200E-02  2    21006 1.000E+00 atoms C cm-2 s-1
APINE    APINE emissions                1.200E-02 10    21007 1.000E+00 atoms C cm-2 s-1
BPINE    BPINE emissions                1.200E-02 10    21008 1.000E+00 atoms C cm-2 s-1
LIMON    LIMON emissions                1.200E-02 10    21009 1.000E+00 atoms C cm-2 s-1
SABIN    SABIN emissions                1.200E-02 10    21010 1.000E+00 atoms C cm-2 s-1
MYRCN    MYRCN emissions                1.200E-02 10    21011 1.000E+00 atoms C cm-2 s-1
CAREN    CAREN emissions                1.200E-02 10    21012 1.000E+00 atoms C cm-2 s-1
OCIMN    OCIMN emissions                1.200E-02 10    21013 1.000E+00 atoms C cm-2 s-1
FARN     FARN emissions                 1.200E-02 15    21014 1.000E+00 atoms C cm-2 s-1
BCAR     BCAR emissions                 1.200E-02 15    21015 1.000E+00 atoms C cm-2 s-1
OSQT     OSQT emissions                 1.200E-02 15    21016 1.000E+00 atoms C cm-2 s-1
OMTP     OMTP emissions                 1.200E-02 10    21017 1.000E+00 atoms C cm-2 s-1
CHBr3    Ocean bromoform emissions      2.530E-01  0    21018 1.000E+00 kg m-2 s-1
CH2Br2   Ocean dibromomethane emissions 1.740E-01  0    21019 1.000E+00 kg m-2 s-1
SSBr2    sea-salt Br2 emissions         1.600E-01  0    21020 1.000E+00 kg m-2 s-1
#==============================================================================
# ND54 diagnostic quantities
#==============================================================================
TIMETROP Time in the troposphere        0.000E+00  1    46001 1.000E+00 1
#==============================================================================
# ND55 diagnostic quantities
#==============================================================================
TP-LEVEL Tropopause level               0.000E+00  1    26001 1.000E+00 level
TP-HGHT  Tropopause height              0.000E+00  1    26002 1.000E+00 km
TP-PRESS Tropopause pressure            0.000E+00  1    26003 1.000E+00 hPa
#==============================================================================
# ND65 diagnostic quantities
#==============================================================================
POX      POX P/L family                 0.000E+00  1    17001 1.000E+00 molec cm-3 s-1
LOX      LOX P/L family                 0.000E+00  1    17002 1.000E+00 molec cm-3 s-1
PCO      PCO P/L family                 2.800E-02  1    17003 1.000E+00 molec cm-3 s-1
LCO      LCO P/L family                 2.800E-02  1    17004 1.000E+00 molec cm-3 s-1
PBrOx    PBrOx P/L family               0.000E+00  1    17005 1.000E+00 molec cm-3 s-1
PBry     PBry P/L family                0.000E+00  1    17006 1.000E+00 molec cm-3 s-1
LBry     LBry P/L family                0.000E+00  1    17007 1.000E+00 molec cm-3 s-1
#==============================================================================
# ND66 diagnostic quantities
#==============================================================================
UWND     GMAO UWND field                0.000E+00  1    12001 1.000E+00 m s-1
VWND     GMAO VWND field                0.000E+00  1    12002 1.000E+00 m s-1
TMPU     GMAO TMPU field                0.000E+00  1    12003 1.000E+00 K
SPHU     GMAO SPHU field                0.000E+00  1    12004 1.000E+00 g/kg
CMFMC    GMAO CMFMC field               0.000E+00  1    12005 1.000E+00 kg m-2 s-1
DTRAIN   GMAO DTRAIN field              0.000E+00  1    12006 1.000E+00 kg m-2 s-1
#==============================================================================
# ND67 diagnostic quantities
#==============================================================================
HFLUX    GMAO HFLUX field               0.000E+00  1    11001 1.000E+00 W m-2
RADSWG   GMAO RADSWG field              0.000E+00  1    11002 1.000E+00 W m-2
PREACC   GMAO PREACC field              0.000E+00  1    11003 1.000E+00 W m-2
PRECON   GMAO PRECON field              0.000E+00  1    11004 1.000E+00 W m-2
TS       GMAO TS field                  0.000E+00  1    11005 1.000E+00 K
RADSWT   GMAO RADSWT field              0.000E+00  1    11006 1.000E+00 W m-2
USTAR    GMAO USTAR field               0.000E+00  1    11007 1.000E+00 m s-1
Z0       GMAO Z0 field                  0.000E+00  1    11008 1.000E+00 m
PBL      GMAO PBL field                 0.000E+00  1    11009 1.000E+00 hPa
CLDFRC   GMAO CLDFRC field              0.000E+00  1    11010 1.000E+00 1
U10M     GMAO U10M field                0.000E+00  1    11011 1.000E+00 m s-1
V10M     GMAO V10M field                0.000E+00  1    11012 1.000E+00 m s-1
PS-PBL   GMAO PS-PBL field              0.000E+00  1    11013 1.000E+00 hPa
ALBD     GMAO ALBD field                0.000E+00  1    11014 1.000E+00 1
PHIS     GMAO PHIS field                0.000E+00  1    11015 1.000E+00 m
CLDTOP   GMAO CLDTOP field              0.000E+00  1    11016 1.000E+00 level
TROPP    GMAO TROPP field               0.000E+00  1    11017 1.000E+00 hPa
SLP      GMAO SLP field                 0.000E+00  1    11018 1.000E+00 hPa
TSKIN    GMAO TSKIN field               0.000E+00  1    11019 1.000E+00 K
PARDF    GMAO PARDF field               0.000E+00  1    11020 1.000E+00 W m-2
PARDR    GMAO PARDR field               0.000E+00  1    11021 1.000E+00 W m-2
GWET     GMAO GWET field                0.000E+00  1    11022 1.000E+00 1
EFLUX    GMAO EFLUX field               0.000E+00  1    11023 1.000E+00 W m-2
#==============================================================================
# ND68 diagnostic quantities
#==============================================================================
BXHEIGHT Grid box height                0.000E+00  1    24001 1.000E+00 m
AD       Air mass in grid box           0.000E+00  1    24002 1.000E+00 kg
AVGW     Mixing ratio of H2O vapor      0.000E+00  1    24003 1.000E+00 v/v
N(AIR)   Number density of air          0.000E+00  1    24004 1.000E+00 molec m-3
#==============================================================================
# ND69 diagnostic quantities
#==============================================================================
DXYP     Grid box surface area          0.000E+00  1    25001 1.000E+00 m2
#=============================================================================
# OFFSET=98000: "GMAO-2D" (2-D GMAO met fields in HDF or HDF-EOS files)
#=============================================================================
ALBD     GMAO surface albedo                 0.e0  1    98001 1.000E+00 1
ALBEDO   GMAO surface albedo                 0.e0  1    98002 1.000E+00 1
CLDFRC   GMAO cloud fraction                 0.e0  1    98003 1.000E+00 1
CLDTMP   GMAO cloud top temperature          0.e0  1    98005 1.000E+00 K
CLDTOP   GMAO cloud top heights              0.e0  1    98006 1.000E+00 hPa
CLDTOT   GMAO 3-D cloud fraction             0.e0  1    98007 1.000E+00 1
EVAP     GMAO surface precip                 0.e0  1    98008 1.000E+00 mm/day
GREEN    GMAO greenness index                0.e0  1    98009 1.000E+00 1
GRN      GMAO greenness index                0.e0  1    98010 1.000E+00 1
GWET     GMAO soil wetness (fraction)        0.e0  1    98011 1.000E+00 1
GWETROOT GMAO soil wetness (fraction)        0.e0  1    98012 1.000E+00 1
GWETTOP  GMAO soil wetness (fraction)        0.e0  1    98013 1.000E+00 1
HFLUX    GMAO sensible heat flux             0.e0  1    98014 1.000E+00 W m-2
LAI      GMAO leaf area index                0.e0  1    98015 1.000E+00 m2 m-2
LWI      GMAO land-water indices             0.e0  1    98016 1.000E+00 1
LWGCLR   GMAO net clr sky longwave flx       0.e0  1    98017 1.000E+00 1
LWGNET   GMAO downwd lwg rad at ground       0.e0  1    98018 1.000E+00 W m-2 
MOLENGTH GCAP M-O length                     0.e0  1    98019 1.000E+00 m
OICE     GCAP ocean ice fraction             0.e0  1    98020 1.000E+00 1
PARDF    GMAO photosyn active diff rad       0.e0  1    98021 1.000E+00 W m-2
PARDR    GMAO photosyn active dir rad        0.e0  1    98022 1.000E+00 W m-2
PBL      GMAO BL top pressure                0.e0  1    98023 1.000E+00 hPa
PBLH     GMAO BL top height                  0.e0  1    98024 1.000E+00 m
PHIS     GMAO geopotential heights           0.e0  1    98025 1.000E+00 m
PREACC   GMAO accum precip @ surface         0.e0  1    98026 1.000E+00 mm day-1
PRECCON  GMAO conv precip @ surface          0.e0  1    98027 1.000E+00 kg m-2 s-1
PRECON   GMAO conv precip @ surface          0.e0  1    98028 1.000E+00 mm day-1
PRECTOT  GMAO conv precip @ surface          0.e0  1    98029 1.000E+00 kg m-2 s-1
PRECSNO  GMAO conv snow precip               0.e0  1    98030 1.000E+00 kg m-2 s-1
PS       GMAO surface pressure               0.e0  1    98031 1.000E+00 hPa
PRECL    GMAO conv precip @ surface          0.e0  1    98032 1.000E+00 mm/day
Q2M      GMAO trop something                 0.e0  1    98033 1.000E+00 m s-1
Q10M     GMAO trop something                 0.e0  1    98034 1.000E+00 m s-1
QICE     GMAO heat cond thru sea ice         0.e0  1    98035 1.000E+00 W m-2
RADLWG   GMAO net upwd longwave flux         0.e0  1    98036 1.000E+00 W m-2
RADSWG   GMAO insolation @ surface           0.e0  1    98037 1.000E+00 W m-2
RADSWT   GMAO insolation @ top of atm        0.e0  1    98038 1.000E+00 W m-2
RAINCON  GMAO convective rainfall            0.e0  1    98039 1.000E+00 mm/day
RAINLSP  GMAO large-scale rainfall           0.e0  1    98040 1.000E+00 mm/day
SLP      GMAO sea level pressure             0.e0  1    98041 1.000E+00 hPa
SNICE    GCAP ice fraction                   0.e0  1    98042 1.000E+00 1
